name,description
EV Model Y 507,"Carro elétrico revolucionário com autonomia de 552 km e aceleração de 0 a 100 km/h em 3.25 s"
EV Cybertruck 508,"Carro elétrico incrível com autonomia de 461 km e aceleração de 0 a 100 km/h em 3.94 s"
EV EV Concept 509,"Carro elétrico incrível com autonomia de 453 km e aceleração de 0 a 100 km/h em 2.70 s"
EV Model Y 510,"Carro elétrico incrível com autonomia de 455 km e aceleração de 0 a 100 km/h em 2.12 s"
EV EV Concept 511,"Carro elétrico econômico com autonomia de 464 km e aceleração de 0 a 100 km/h em 3.63 s"
EV Model X 512,"Carro elétrico robusto com autonomia de 377 km e aceleração de 0 a 100 km/h em 3.60 s"
EV Model Y 513,"Carro elétrico elegante com autonomia de 571 km e aceleração de 0 a 100 km/h em 3.37 s"
EV Model X 514,"Carro elétrico moderno com autonomia de 260 km e aceleração de 0 a 100 km/h em 3.21 s"
EV EV Concept 515,"Carro elétrico robusto com autonomia de 530 km e aceleração de 0 a 100 km/h em 2.69 s"
EV Model X 516,"Carro elétrico elegante com autonomia de 572 km e aceleração de 0 a 100 km/h em 2.50 s"
EV EV Concept 517,"Carro elétrico moderno com autonomia de 508 km e aceleração de 0 a 100 km/h em 3.19 s"
EV Model Y 518,"Carro elétrico robusto com autonomia de 403 km e aceleração de 0 a 100 km/h em 2.17 s"
EV EV Concept 519,"Carro elétrico incrível com autonomia de 423 km e aceleração de 0 a 100 km/h em 2.24 s"
EV Cybertruck 520,"Carro elétrico moderno com autonomia de 261 km e aceleração de 0 a 100 km/h em 3.52 s"
EV Model Y 521,"Carro elétrico potente com autonomia de 202 km e aceleração de 0 a 100 km/h em 3.42 s"
EV Model Y 522,"Carro elétrico moderno com autonomia de 299 km e aceleração de 0 a 100 km/h em 2.14 s"
EV Model S 523,"Carro elétrico futurístico com autonomia de 512 km e aceleração de 0 a 100 km/h em 2.41 s"
EV Semi 524,"Carro elétrico futurístico com autonomia de 376 km e aceleração de 0 a 100 km/h em 3.04 s"
EV Model S 525,"Carro elétrico potente com autonomia de 219 km e aceleração de 0 a 100 km/h em 2.17 s"
EV Model Y 526,"Carro elétrico econômico com autonomia de 532 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Semi 527,"Carro elétrico futurístico com autonomia de 301 km e aceleração de 0 a 100 km/h em 3.18 s"
EV EV Concept 528,"Carro elétrico econômico com autonomia de 471 km e aceleração de 0 a 100 km/h em 3.38 s"
EV Cybertruck 529,"Carro elétrico revolucionário com autonomia de 566 km e aceleração de 0 a 100 km/h em 2.75 s"
EV Model S 530,"Carro elétrico moderno com autonomia de 391 km e aceleração de 0 a 100 km/h em 3.88 s"
EV Semi 531,"Carro elétrico robusto com autonomia de 516 km e aceleração de 0 a 100 km/h em 3.91 s"
EV Model 3 532,"Carro elétrico potente com autonomia de 440 km e aceleração de 0 a 100 km/h em 3.66 s"
EV Model 3 533,"Carro elétrico econômico com autonomia de 591 km e aceleração de 0 a 100 km/h em 3.88 s"
EV EV Concept 534,"Carro elétrico incrível com autonomia de 325 km e aceleração de 0 a 100 km/h em 3.51 s"
EV Model X 535,"Carro elétrico incrível com autonomia de 475 km e aceleração de 0 a 100 km/h em 3.06 s"
EV Model 3 536,"Carro elétrico robusto com autonomia de 521 km e aceleração de 0 a 100 km/h em 2.03 s"
EV Cybertruck 537,"Carro elétrico elegante com autonomia de 349 km e aceleração de 0 a 100 km/h em 3.16 s"
EV EV Concept 538,"Carro elétrico econômico com autonomia de 400 km e aceleração de 0 a 100 km/h em 2.38 s"
EV Semi 539,"Carro elétrico potente com autonomia de 239 km e aceleração de 0 a 100 km/h em 2.75 s"
EV Semi 540,"Carro elétrico incrível com autonomia de 342 km e aceleração de 0 a 100 km/h em 2.11 s"
EV Cybertruck 541,"Carro elétrico robusto com autonomia de 596 km e aceleração de 0 a 100 km/h em 3.25 s"
EV Model 3 542,"Carro elétrico elegante com autonomia de 399 km e aceleração de 0 a 100 km/h em 3.97 s"
EV Model Y 543,"Carro elétrico revolucionário com autonomia de 272 km e aceleração de 0 a 100 km/h em 3.97 s"
EV EV Concept 544,"Carro elétrico futurístico com autonomia de 503 km e aceleração de 0 a 100 km/h em 2.99 s"
EV Cybertruck 545,"Carro elétrico incrível com autonomia de 532 km e aceleração de 0 a 100 km/h em 3.16 s"
EV Model X 546,"Carro elétrico incrível com autonomia de 300 km e aceleração de 0 a 100 km/h em 2.51 s"
EV Model X 547,"Carro elétrico robusto com autonomia de 252 km e aceleração de 0 a 100 km/h em 2.55 s"
EV EV Concept 548,"Carro elétrico potente com autonomia de 557 km e aceleração de 0 a 100 km/h em 2.51 s"
EV Semi 549,"Carro elétrico potente com autonomia de 544 km e aceleração de 0 a 100 km/h em 2.96 s"
EV EV Concept 550,"Carro elétrico robusto com autonomia de 538 km e aceleração de 0 a 100 km/h em 3.26 s"
EV EV Concept 551,"Carro elétrico elegante com autonomia de 519 km e aceleração de 0 a 100 km/h em 3.07 s"
EV Cybertruck 552,"Carro elétrico incrível com autonomia de 501 km e aceleração de 0 a 100 km/h em 3.59 s"
EV Model Y 553,"Carro elétrico incrível com autonomia de 600 km e aceleração de 0 a 100 km/h em 3.36 s"
EV Model Y 554,"Carro elétrico futurístico com autonomia de 298 km e aceleração de 0 a 100 km/h em 2.08 s"
EV Cybertruck 555,"Carro elétrico revolucionário com autonomia de 473 km e aceleração de 0 a 100 km/h em 3.83 s"
EV Model 3 556,"Carro elétrico futurístico com autonomia de 410 km e aceleração de 0 a 100 km/h em 2.06 s"
EV Model Y 557,"Carro elétrico robusto com autonomia de 393 km e aceleração de 0 a 100 km/h em 2.55 s"
EV Roadster 558,"Carro elétrico futurístico com autonomia de 498 km e aceleração de 0 a 100 km/h em 2.83 s"
EV Model X 559,"Carro elétrico incrível com autonomia de 200 km e aceleração de 0 a 100 km/h em 2.98 s"
EV Model S 560,"Carro elétrico futurístico com autonomia de 423 km e aceleração de 0 a 100 km/h em 2.76 s"
EV Model X 561,"Carro elétrico incrível com autonomia de 247 km e aceleração de 0 a 100 km/h em 2.57 s"
EV Model S 562,"Carro elétrico incrível com autonomia de 452 km e aceleração de 0 a 100 km/h em 2.93 s"
EV Model 3 563,"Carro elétrico elegante com autonomia de 425 km e aceleração de 0 a 100 km/h em 3.41 s"
EV Model S 564,"Carro elétrico potente com autonomia de 274 km e aceleração de 0 a 100 km/h em 2.53 s"
EV Cybertruck 565,"Carro elétrico incrível com autonomia de 498 km e aceleração de 0 a 100 km/h em 2.71 s"
EV Cybertruck 566,"Carro elétrico elegante com autonomia de 337 km e aceleração de 0 a 100 km/h em 3.00 s"
EV Semi 567,"Carro elétrico econômico com autonomia de 529 km e aceleração de 0 a 100 km/h em 3.45 s"
EV Model X 568,"Carro elétrico incrível com autonomia de 587 km e aceleração de 0 a 100 km/h em 2.19 s"
EV Semi 569,"Carro elétrico moderno com autonomia de 532 km e aceleração de 0 a 100 km/h em 2.20 s"
EV Model S 570,"Carro elétrico robusto com autonomia de 562 km e aceleração de 0 a 100 km/h em 2.75 s"
EV Model X 571,"Carro elétrico potente com autonomia de 505 km e aceleração de 0 a 100 km/h em 2.22 s"
EV Model X 572,"Carro elétrico elegante com autonomia de 518 km e aceleração de 0 a 100 km/h em 3.82 s"
EV EV Concept 573,"Carro elétrico revolucionário com autonomia de 232 km e aceleração de 0 a 100 km/h em 3.75 s"
EV Model Y 574,"Carro elétrico robusto com autonomia de 382 km e aceleração de 0 a 100 km/h em 2.45 s"
EV EV Concept 575,"Carro elétrico moderno com autonomia de 409 km e aceleração de 0 a 100 km/h em 3.57 s"
EV Model Y 576,"Carro elétrico revolucionário com autonomia de 221 km e aceleração de 0 a 100 km/h em 3.52 s"
EV Model S 577,"Carro elétrico moderno com autonomia de 259 km e aceleração de 0 a 100 km/h em 3.41 s"
EV Model Y 578,"Carro elétrico revolucionário com autonomia de 600 km e aceleração de 0 a 100 km/h em 3.37 s"
EV Roadster 579,"Carro elétrico econômico com autonomia de 227 km e aceleração de 0 a 100 km/h em 3.51 s"
EV Model S 580,"Carro elétrico econômico com autonomia de 519 km e aceleração de 0 a 100 km/h em 2.20 s"
EV EV Concept 581,"Carro elétrico elegante com autonomia de 359 km e aceleração de 0 a 100 km/h em 3.07 s"
EV EV Concept 582,"Carro elétrico moderno com autonomia de 372 km e aceleração de 0 a 100 km/h em 3.34 s"
EV Semi 583,"Carro elétrico incrível com autonomia de 500 km e aceleração de 0 a 100 km/h em 3.82 s"
EV Cybertruck 584,"Carro elétrico revolucionário com autonomia de 354 km e aceleração de 0 a 100 km/h em 2.74 s"
EV Model Y 585,"Carro elétrico elegante com autonomia de 374 km e aceleração de 0 a 100 km/h em 3.96 s"
EV Semi 586,"Carro elétrico elegante com autonomia de 456 km e aceleração de 0 a 100 km/h em 2.87 s"
EV Model X 587,"Carro elétrico potente com autonomia de 382 km e aceleração de 0 a 100 km/h em 3.80 s"
EV Model Y 588,"Carro elétrico robusto com autonomia de 461 km e aceleração de 0 a 100 km/h em 3.79 s"
EV Semi 589,"Carro elétrico futurístico com autonomia de 400 km e aceleração de 0 a 100 km/h em 2.33 s"
EV Model Y 590,"Carro elétrico econômico com autonomia de 486 km e aceleração de 0 a 100 km/h em 2.78 s"
EV Semi 591,"Carro elétrico potente com autonomia de 235 km e aceleração de 0 a 100 km/h em 3.87 s"
EV EV Concept 592,"Carro elétrico econômico com autonomia de 269 km e aceleração de 0 a 100 km/h em 3.86 s"
EV EV Concept 593,"Carro elétrico revolucionário com autonomia de 352 km e aceleração de 0 a 100 km/h em 2.09 s"
EV EV Concept 594,"Carro elétrico revolucionário com autonomia de 583 km e aceleração de 0 a 100 km/h em 2.56 s"
EV Model X 595,"Carro elétrico elegante com autonomia de 436 km e aceleração de 0 a 100 km/h em 3.70 s"
EV Roadster 596,"Carro elétrico potente com autonomia de 579 km e aceleração de 0 a 100 km/h em 2.38 s"
EV Model 3 597,"Carro elétrico robusto com autonomia de 287 km e aceleração de 0 a 100 km/h em 3.35 s"
EV Model Y 598,"Carro elétrico potente com autonomia de 262 km e aceleração de 0 a 100 km/h em 3.61 s"
EV Roadster 599,"Carro elétrico potente com autonomia de 389 km e aceleração de 0 a 100 km/h em 2.05 s"
EV Semi 600,"Carro elétrico moderno com autonomia de 441 km e aceleração de 0 a 100 km/h em 3.94 s"
EV Model X 601,"Carro elétrico revolucionário com autonomia de 549 km e aceleração de 0 a 100 km/h em 2.79 s"
EV Model S 602,"Carro elétrico econômico com autonomia de 202 km e aceleração de 0 a 100 km/h em 3.48 s"
EV Roadster 603,"Carro elétrico futurístico com autonomia de 349 km e aceleração de 0 a 100 km/h em 2.39 s"
EV Model S 604,"Carro elétrico robusto com autonomia de 454 km e aceleração de 0 a 100 km/h em 2.03 s"
EV Model Y 605,"Carro elétrico robusto com autonomia de 392 km e aceleração de 0 a 100 km/h em 2.42 s"
EV Semi 606,"Carro elétrico elegante com autonomia de 288 km e aceleração de 0 a 100 km/h em 2.71 s"
EV Model X 607,"Carro elétrico robusto com autonomia de 492 km e aceleração de 0 a 100 km/h em 3.63 s"
EV Roadster 608,"Carro elétrico potente com autonomia de 391 km e aceleração de 0 a 100 km/h em 3.43 s"
EV Cybertruck 609,"Carro elétrico incrível com autonomia de 272 km e aceleração de 0 a 100 km/h em 2.30 s"
EV Roadster 610,"Carro elétrico incrível com autonomia de 486 km e aceleração de 0 a 100 km/h em 3.33 s"
EV EV Concept 611,"Carro elétrico robusto com autonomia de 459 km e aceleração de 0 a 100 km/h em 2.67 s"
EV Model S 612,"Carro elétrico moderno com autonomia de 370 km e aceleração de 0 a 100 km/h em 2.54 s"
EV Model Y 613,"Carro elétrico potente com autonomia de 242 km e aceleração de 0 a 100 km/h em 2.11 s"
EV Model 3 614,"Carro elétrico potente com autonomia de 219 km e aceleração de 0 a 100 km/h em 3.90 s"
EV Model S 615,"Carro elétrico incrível com autonomia de 510 km e aceleração de 0 a 100 km/h em 3.12 s"
EV Semi 616,"Carro elétrico incrível com autonomia de 496 km e aceleração de 0 a 100 km/h em 3.65 s"
EV Roadster 617,"Carro elétrico robusto com autonomia de 307 km e aceleração de 0 a 100 km/h em 3.36 s"
EV Model Y 618,"Carro elétrico moderno com autonomia de 580 km e aceleração de 0 a 100 km/h em 3.05 s"
EV Model 3 619,"Carro elétrico moderno com autonomia de 331 km e aceleração de 0 a 100 km/h em 2.08 s"
EV Roadster 620,"Carro elétrico potente com autonomia de 517 km e aceleração de 0 a 100 km/h em 2.21 s"
EV EV Concept 621,"Carro elétrico potente com autonomia de 465 km e aceleração de 0 a 100 km/h em 2.91 s"
EV Model S 622,"Carro elétrico futurístico com autonomia de 478 km e aceleração de 0 a 100 km/h em 3.36 s"
EV Cybertruck 623,"Carro elétrico revolucionário com autonomia de 578 km e aceleração de 0 a 100 km/h em 2.84 s"
EV Roadster 624,"Carro elétrico futurístico com autonomia de 386 km e aceleração de 0 a 100 km/h em 2.03 s"
EV Semi 625,"Carro elétrico incrível com autonomia de 396 km e aceleração de 0 a 100 km/h em 3.23 s"
EV Model Y 626,"Carro elétrico robusto com autonomia de 353 km e aceleração de 0 a 100 km/h em 2.31 s"
EV Model Y 627,"Carro elétrico econômico com autonomia de 373 km e aceleração de 0 a 100 km/h em 3.21 s"
EV Semi 628,"Carro elétrico incrível com autonomia de 584 km e aceleração de 0 a 100 km/h em 2.10 s"
EV Model Y 629,"Carro elétrico moderno com autonomia de 537 km e aceleração de 0 a 100 km/h em 3.48 s"
EV Model 3 630,"Carro elétrico futurístico com autonomia de 251 km e aceleração de 0 a 100 km/h em 2.57 s"
EV Semi 631,"Carro elétrico econômico com autonomia de 327 km e aceleração de 0 a 100 km/h em 2.80 s"
EV Model S 632,"Carro elétrico moderno com autonomia de 266 km e aceleração de 0 a 100 km/h em 3.59 s"
EV Model Y 633,"Carro elétrico moderno com autonomia de 250 km e aceleração de 0 a 100 km/h em 2.90 s"
EV Cybertruck 634,"Carro elétrico moderno com autonomia de 506 km e aceleração de 0 a 100 km/h em 3.52 s"
EV EV Concept 635,"Carro elétrico econômico com autonomia de 302 km e aceleração de 0 a 100 km/h em 3.69 s"
EV Model 3 636,"Carro elétrico econômico com autonomia de 487 km e aceleração de 0 a 100 km/h em 3.54 s"
EV Semi 637,"Carro elétrico incrível com autonomia de 206 km e aceleração de 0 a 100 km/h em 2.42 s"
EV Semi 638,"Carro elétrico elegante com autonomia de 564 km e aceleração de 0 a 100 km/h em 2.30 s"
EV Roadster 639,"Carro elétrico moderno com autonomia de 256 km e aceleração de 0 a 100 km/h em 3.30 s"
EV Model X 640,"Carro elétrico futurístico com autonomia de 314 km e aceleração de 0 a 100 km/h em 2.71 s"
EV EV Concept 641,"Carro elétrico futurístico com autonomia de 501 km e aceleração de 0 a 100 km/h em 3.75 s"
EV Cybertruck 642,"Carro elétrico incrível com autonomia de 402 km e aceleração de 0 a 100 km/h em 2.66 s"
EV Model 3 643,"Carro elétrico revolucionário com autonomia de 327 km e aceleração de 0 a 100 km/h em 2.88 s"
EV Model S 644,"Carro elétrico futurístico com autonomia de 558 km e aceleração de 0 a 100 km/h em 3.38 s"
EV Semi 645,"Carro elétrico robusto com autonomia de 583 km e aceleração de 0 a 100 km/h em 3.25 s"
EV Model 3 646,"Carro elétrico robusto com autonomia de 507 km e aceleração de 0 a 100 km/h em 2.71 s"
EV Model S 647,"Carro elétrico robusto com autonomia de 531 km e aceleração de 0 a 100 km/h em 2.90 s"
EV Roadster 648,"Carro elétrico futurístico com autonomia de 549 km e aceleração de 0 a 100 km/h em 3.33 s"
EV Model 3 649,"Carro elétrico robusto com autonomia de 555 km e aceleração de 0 a 100 km/h em 2.17 s"
EV Model X 650,"Carro elétrico potente com autonomia de 428 km e aceleração de 0 a 100 km/h em 2.18 s"
EV Model S 651,"Carro elétrico elegante com autonomia de 325 km e aceleração de 0 a 100 km/h em 2.05 s"
EV Semi 652,"Carro elétrico futurístico com autonomia de 523 km e aceleração de 0 a 100 km/h em 2.70 s"
EV Model 3 653,"Carro elétrico robusto com autonomia de 301 km e aceleração de 0 a 100 km/h em 2.33 s"
EV Model Y 654,"Carro elétrico elegante com autonomia de 225 km e aceleração de 0 a 100 km/h em 3.31 s"
EV Model 3 655,"Carro elétrico econômico com autonomia de 517 km e aceleração de 0 a 100 km/h em 2.02 s"
EV Roadster 656,"Carro elétrico futurístico com autonomia de 351 km e aceleração de 0 a 100 km/h em 3.85 s"
EV Roadster 657,"Carro elétrico moderno com autonomia de 236 km e aceleração de 0 a 100 km/h em 3.76 s"
EV Model 3 658,"Carro elétrico futurístico com autonomia de 259 km e aceleração de 0 a 100 km/h em 2.67 s"
EV Roadster 659,"Carro elétrico elegante com autonomia de 594 km e aceleração de 0 a 100 km/h em 2.93 s"
EV Semi 660,"Carro elétrico revolucionário com autonomia de 384 km e aceleração de 0 a 100 km/h em 2.72 s"
EV EV Concept 661,"Carro elétrico robusto com autonomia de 597 km e aceleração de 0 a 100 km/h em 2.16 s"
EV EV Concept 662,"Carro elétrico futurístico com autonomia de 333 km e aceleração de 0 a 100 km/h em 3.81 s"
EV Model X 663,"Carro elétrico elegante com autonomia de 385 km e aceleração de 0 a 100 km/h em 2.31 s"
EV Model X 664,"Carro elétrico potente com autonomia de 308 km e aceleração de 0 a 100 km/h em 3.86 s"
EV Roadster 665,"Carro elétrico futurístico com autonomia de 525 km e aceleração de 0 a 100 km/h em 2.49 s"
EV Cybertruck 666,"Carro elétrico econômico com autonomia de 336 km e aceleração de 0 a 100 km/h em 3.93 s"
EV Roadster 667,"Carro elétrico potente com autonomia de 271 km e aceleração de 0 a 100 km/h em 3.24 s"
EV Semi 668,"Carro elétrico futurístico com autonomia de 273 km e aceleração de 0 a 100 km/h em 2.23 s"
EV Model S 669,"Carro elétrico moderno com autonomia de 294 km e aceleração de 0 a 100 km/h em 2.55 s"
EV Model S 670,"Carro elétrico futurístico com autonomia de 212 km e aceleração de 0 a 100 km/h em 3.59 s"
EV Cybertruck 671,"Carro elétrico robusto com autonomia de 311 km e aceleração de 0 a 100 km/h em 2.89 s"
EV Model X 672,"Carro elétrico robusto com autonomia de 536 km e aceleração de 0 a 100 km/h em 3.85 s"
EV Roadster 673,"Carro elétrico futurístico com autonomia de 294 km e aceleração de 0 a 100 km/h em 3.21 s"
EV EV Concept 674,"Carro elétrico robusto com autonomia de 491 km e aceleração de 0 a 100 km/h em 2.07 s"
EV EV Concept 675,"Carro elétrico econômico com autonomia de 260 km e aceleração de 0 a 100 km/h em 2.52 s"
EV Roadster 676,"Carro elétrico incrível com autonomia de 474 km e aceleração de 0 a 100 km/h em 3.34 s"
EV Roadster 677,"Carro elétrico potente com autonomia de 360 km e aceleração de 0 a 100 km/h em 2.36 s"
EV Model X 678,"Carro elétrico elegante com autonomia de 542 km e aceleração de 0 a 100 km/h em 3.78 s"
EV Semi 679,"Carro elétrico revolucionário com autonomia de 569 km e aceleração de 0 a 100 km/h em 3.89 s"
EV Model 3 680,"Carro elétrico potente com autonomia de 363 km e aceleração de 0 a 100 km/h em 3.62 s"
EV Semi 681,"Carro elétrico incrível com autonomia de 200 km e aceleração de 0 a 100 km/h em 2.77 s"
EV Model Y 682,"Carro elétrico incrível com autonomia de 223 km e aceleração de 0 a 100 km/h em 3.55 s"
EV Model X 683,"Carro elétrico econômico com autonomia de 261 km e aceleração de 0 a 100 km/h em 3.97 s"
EV Model Y 684,"Carro elétrico econômico com autonomia de 358 km e aceleração de 0 a 100 km/h em 2.36 s"
EV EV Concept 685,"Carro elétrico moderno com autonomia de 489 km e aceleração de 0 a 100 km/h em 3.42 s"
EV EV Concept 686,"Carro elétrico elegante com autonomia de 566 km e aceleração de 0 a 100 km/h em 2.94 s"
EV Model 3 687,"Carro elétrico elegante com autonomia de 409 km e aceleração de 0 a 100 km/h em 2.05 s"
EV Cybertruck 688,"Carro elétrico revolucionário com autonomia de 526 km e aceleração de 0 a 100 km/h em 2.09 s"
EV Model 3 689,"Carro elétrico incrível com autonomia de 227 km e aceleração de 0 a 100 km/h em 2.32 s"
EV Model S 690,"Carro elétrico revolucionário com autonomia de 253 km e aceleração de 0 a 100 km/h em 3.97 s"
EV Model Y 691,"Carro elétrico moderno com autonomia de 517 km e aceleração de 0 a 100 km/h em 2.83 s"
EV Cybertruck 692,"Carro elétrico robusto com autonomia de 203 km e aceleração de 0 a 100 km/h em 4.00 s"
EV Cybertruck 693,"Carro elétrico potente com autonomia de 369 km e aceleração de 0 a 100 km/h em 3.74 s"
EV Model 3 694,"Carro elétrico futurístico com autonomia de 270 km e aceleração de 0 a 100 km/h em 2.37 s"
EV Model X 695,"Carro elétrico futurístico com autonomia de 571 km e aceleração de 0 a 100 km/h em 2.64 s"
EV Model X 696,"Carro elétrico revolucionário com autonomia de 403 km e aceleração de 0 a 100 km/h em 3.70 s"
EV Model X 697,"Carro elétrico potente com autonomia de 412 km e aceleração de 0 a 100 km/h em 2.87 s"
EV Cybertruck 698,"Carro elétrico econômico com autonomia de 233 km e aceleração de 0 a 100 km/h em 2.36 s"
EV Model 3 699,"Carro elétrico moderno com autonomia de 420 km e aceleração de 0 a 100 km/h em 2.01 s"
EV Cybertruck 700,"Carro elétrico moderno com autonomia de 568 km e aceleração de 0 a 100 km/h em 3.17 s"
EV EV Concept 701,"Carro elétrico elegante com autonomia de 260 km e aceleração de 0 a 100 km/h em 3.51 s"
EV Roadster 702,"Carro elétrico incrível com autonomia de 592 km e aceleração de 0 a 100 km/h em 3.11 s"
EV Model 3 703,"Carro elétrico revolucionário com autonomia de 430 km e aceleração de 0 a 100 km/h em 2.98 s"
EV Model S 704,"Carro elétrico elegante com autonomia de 434 km e aceleração de 0 a 100 km/h em 3.83 s"
EV Model 3 705,"Carro elétrico econômico com autonomia de 457 km e aceleração de 0 a 100 km/h em 2.79 s"
EV EV Concept 706,"Carro elétrico elegante com autonomia de 289 km e aceleração de 0 a 100 km/h em 3.41 s"
EV Cybertruck 707,"Carro elétrico potente com autonomia de 319 km e aceleração de 0 a 100 km/h em 3.88 s"
EV Semi 708,"Carro elétrico revolucionário com autonomia de 307 km e aceleração de 0 a 100 km/h em 2.60 s"
EV Model S 709,"Carro elétrico econômico com autonomia de 541 km e aceleração de 0 a 100 km/h em 3.41 s"
EV EV Concept 710,"Carro elétrico revolucionário com autonomia de 274 km e aceleração de 0 a 100 km/h em 2.98 s"
EV Roadster 711,"Carro elétrico moderno com autonomia de 218 km e aceleração de 0 a 100 km/h em 3.26 s"
EV Model S 712,"Carro elétrico revolucionário com autonomia de 474 km e aceleração de 0 a 100 km/h em 3.63 s"
EV Roadster 713,"Carro elétrico incrível com autonomia de 349 km e aceleração de 0 a 100 km/h em 2.52 s"
EV Model Y 714,"Carro elétrico futurístico com autonomia de 266 km e aceleração de 0 a 100 km/h em 3.87 s"
EV EV Concept 715,"Carro elétrico revolucionário com autonomia de 313 km e aceleração de 0 a 100 km/h em 3.79 s"
EV Semi 716,"Carro elétrico econômico com autonomia de 252 km e aceleração de 0 a 100 km/h em 3.77 s"
EV Model S 717,"Carro elétrico moderno com autonomia de 475 km e aceleração de 0 a 100 km/h em 3.61 s"
EV Model S 718,"Carro elétrico futurístico com autonomia de 372 km e aceleração de 0 a 100 km/h em 3.98 s"
EV Roadster 719,"Carro elétrico elegante com autonomia de 501 km e aceleração de 0 a 100 km/h em 3.79 s"
EV Semi 720,"Carro elétrico revolucionário com autonomia de 564 km e aceleração de 0 a 100 km/h em 3.19 s"
EV Model 3 721,"Carro elétrico futurístico com autonomia de 246 km e aceleração de 0 a 100 km/h em 2.55 s"
EV EV Concept 722,"Carro elétrico econômico com autonomia de 474 km e aceleração de 0 a 100 km/h em 2.16 s"
EV Model 3 723,"Carro elétrico incrível com autonomia de 425 km e aceleração de 0 a 100 km/h em 2.61 s"
EV Semi 724,"Carro elétrico moderno com autonomia de 467 km e aceleração de 0 a 100 km/h em 2.91 s"
EV Model Y 725,"Carro elétrico elegante com autonomia de 545 km e aceleração de 0 a 100 km/h em 3.87 s"
EV Roadster 726,"Carro elétrico revolucionário com autonomia de 329 km e aceleração de 0 a 100 km/h em 2.86 s"
EV Model X 727,"Carro elétrico moderno com autonomia de 429 km e aceleração de 0 a 100 km/h em 2.86 s"
EV EV Concept 728,"Carro elétrico incrível com autonomia de 402 km e aceleração de 0 a 100 km/h em 3.25 s"
EV Model S 729,"Carro elétrico elegante com autonomia de 499 km e aceleração de 0 a 100 km/h em 3.47 s"
EV Model X 730,"Carro elétrico incrível com autonomia de 302 km e aceleração de 0 a 100 km/h em 3.75 s"
EV Model 3 731,"Carro elétrico incrível com autonomia de 301 km e aceleração de 0 a 100 km/h em 3.51 s"
EV Roadster 732,"Carro elétrico futurístico com autonomia de 419 km e aceleração de 0 a 100 km/h em 2.42 s"
EV Model 3 733,"Carro elétrico incrível com autonomia de 376 km e aceleração de 0 a 100 km/h em 2.41 s"
EV Model 3 734,"Carro elétrico futurístico com autonomia de 597 km e aceleração de 0 a 100 km/h em 3.75 s"
EV Cybertruck 735,"Carro elétrico econômico com autonomia de 374 km e aceleração de 0 a 100 km/h em 3.95 s"
EV Model Y 736,"Carro elétrico moderno com autonomia de 365 km e aceleração de 0 a 100 km/h em 3.87 s"
EV Semi 737,"Carro elétrico incrível com autonomia de 578 km e aceleração de 0 a 100 km/h em 2.84 s"
EV Model S 738,"Carro elétrico incrível com autonomia de 418 km e aceleração de 0 a 100 km/h em 3.20 s"
EV Semi 739,"Carro elétrico robusto com autonomia de 397 km e aceleração de 0 a 100 km/h em 2.60 s"
EV Cybertruck 740,"Carro elétrico elegante com autonomia de 467 km e aceleração de 0 a 100 km/h em 2.11 s"
EV Semi 741,"Carro elétrico moderno com autonomia de 274 km e aceleração de 0 a 100 km/h em 3.42 s"
EV Model S 742,"Carro elétrico revolucionário com autonomia de 480 km e aceleração de 0 a 100 km/h em 2.34 s"
EV Roadster 743,"Carro elétrico moderno com autonomia de 567 km e aceleração de 0 a 100 km/h em 2.56 s"
EV Model X 744,"Carro elétrico elegante com autonomia de 536 km e aceleração de 0 a 100 km/h em 2.04 s"
EV Roadster 745,"Carro elétrico robusto com autonomia de 444 km e aceleração de 0 a 100 km/h em 3.40 s"
EV EV Concept 746,"Carro elétrico elegante com autonomia de 497 km e aceleração de 0 a 100 km/h em 3.67 s"
EV Cybertruck 747,"Carro elétrico incrível com autonomia de 452 km e aceleração de 0 a 100 km/h em 3.81 s"
EV Model S 748,"Carro elétrico robusto com autonomia de 556 km e aceleração de 0 a 100 km/h em 3.68 s"
EV Model S 749,"Carro elétrico revolucionário com autonomia de 336 km e aceleração de 0 a 100 km/h em 2.21 s"
EV Model 3 750,"Carro elétrico potente com autonomia de 525 km e aceleração de 0 a 100 km/h em 3.39 s"
EV Cybertruck 751,"Carro elétrico incrível com autonomia de 230 km e aceleração de 0 a 100 km/h em 3.99 s"
EV Model 3 752,"Carro elétrico revolucionário com autonomia de 303 km e aceleração de 0 a 100 km/h em 3.83 s"
EV Semi 753,"Carro elétrico elegante com autonomia de 596 km e aceleração de 0 a 100 km/h em 2.59 s"
EV EV Concept 754,"Carro elétrico revolucionário com autonomia de 522 km e aceleração de 0 a 100 km/h em 3.10 s"
EV Model X 755,"Carro elétrico incrível com autonomia de 262 km e aceleração de 0 a 100 km/h em 2.20 s"
EV Model X 756,"Carro elétrico potente com autonomia de 412 km e aceleração de 0 a 100 km/h em 3.14 s"
EV Model Y 757,"Carro elétrico econômico com autonomia de 290 km e aceleração de 0 a 100 km/h em 2.20 s"
EV Roadster 758,"Carro elétrico revolucionário com autonomia de 279 km e aceleração de 0 a 100 km/h em 3.34 s"
EV Roadster 759,"Carro elétrico potente com autonomia de 402 km e aceleração de 0 a 100 km/h em 3.25 s"
